school_year,division_number,division_name,school_number,school_name,sanction_code,sanction_description,n_sanctions,n_students_sanctioned,locality_grouping,region_name,region_number
2023-2024,54,Louisa County,641,Trevilians Elementary,OSS,Out of school suspension by Division Admin,1,1,school,Valley,5
2023-2024,54,Louisa County,641,Trevilians Elementary,OSS,Out of school suspension by School Admin,30,20,school,Valley,5
2023-2024,54,Louisa County,641,Trevilians Elementary,OSS,Out of school suspension by School Board,2,2,school,Valley,5
2023-2024,54,Louisa County,641,Trevilians Elementary,SBP,Suspension of Bus Privileges,10,10,school,Valley,5
2023-2024,54,Louisa County,NA,NA,ALT,Alternative Program Placement by Division Admin,6,6,division,Valley,5
2023-2024,54,Louisa County,NA,NA,ALT,Alternative Program Placement by School Board,3,3,division,Valley,5
2023-2024,54,Louisa County,NA,NA,CR,Class Removal (less than 1/2 day),4,4,division,Valley,5
2023-2024,54,Louisa County,NA,NA,ISS,In-School Suspension (1/2 day or more),1048,679,division,Valley,5
2023-2024,54,Louisa County,NA,NA,LOP,Loss of School Privileges or Participation in Extr,82,76,division,Valley,5
2023-2024,54,Louisa County,NA,NA,OSS,Out of school suspension by Division Admin,1,1,division,Valley,5
2023-2024,54,Louisa County,NA,NA,OSS,Out of school suspension by School Admin,366,269,division,Valley,5
2023-2024,54,Louisa County,NA,NA,OSS,Out of school suspension by School Board,4,4,division,Valley,5
2023-2024,54,Louisa County,NA,NA,SBP,Suspension of Bus Privileges,256,200,division,Valley,5
2023-2024,55,Lunenburg County,560,Central High,CR,Class Removal (less than 1/2 day),80,52,school,NA,NA
2023-2024,55,Lunenburg County,560,Central High,ISS,In-School Suspension (1/2 day or more),163,88,school,NA,NA
2023-2024,55,Lunenburg County,560,Central High,LOP,Loss of School Privileges or Participation in Extr,188,103,school,NA,NA
2023-2024,55,Lunenburg County,560,Central High,OSS,Out of school suspension by School Admin,116,71,school,NA,NA
2023-2024,55,Lunenburg County,560,Central High,OSS,Out of school suspension by School Board,1,1,school,NA,NA
2023-2024,55,Lunenburg County,560,Central High,SBP,Suspension of Bus Privileges,20,14,school,NA,NA
2023-2024,55,Lunenburg County,240,Kenbridge Elementary,CR,Class Removal (less than 1/2 day),6,5,school,NA,NA
2023-2024,55,Lunenburg County,240,Kenbridge Elementary,ISS,In-School Suspension (1/2 day or more),68,43,school,NA,NA
2023-2024,55,Lunenburg County,240,Kenbridge Elementary,LOP,Loss of School Privileges or Participation in Extr,36,28,school,NA,NA
2023-2024,55,Lunenburg County,240,Kenbridge Elementary,OSS,Out of school suspension by School Admin,15,10,school,NA,NA
2023-2024,55,Lunenburg County,240,Kenbridge Elementary,OSS,Out of school suspension by School Board,1,1,school,NA,NA
2023-2024,55,Lunenburg County,240,Kenbridge Elementary,SBP,Suspension of Bus Privileges,15,11,school,NA,NA
2023-2024,55,Lunenburg County,171,Lunenburg Middle,CR,Class Removal (less than 1/2 day),2,2,school,NA,NA
2023-2024,55,Lunenburg County,171,Lunenburg Middle,ISS,In-School Suspension (1/2 day or more),209,101,school,NA,NA
2023-2024,55,Lunenburg County,171,Lunenburg Middle,OSS,Out of school suspension by School Admin,82,49,school,NA,NA
2023-2024,55,Lunenburg County,171,Lunenburg Middle,SBP,Suspension of Bus Privileges,53,36,school,NA,NA
2023-2024,55,Lunenburg County,140,Victoria Elementary,ISS,In-School Suspension (1/2 day or more),48,25,school,NA,NA
2023-2024,55,Lunenburg County,140,Victoria Elementary,OSS,Out of school suspension by School Admin,28,18,school,NA,NA
2023-2024,55,Lunenburg County,140,Victoria Elementary,SBP,Suspension of Bus Privileges,74,35,school,NA,NA
2023-2024,55,Lunenburg County,NA,NA,CR,Class Removal (less than 1/2 day),88,59,division,NA,NA
2023-2024,55,Lunenburg County,NA,NA,ISS,In-School Suspension (1/2 day or more),488,257,division,NA,NA
2023-2024,55,Lunenburg County,NA,NA,LOP,Loss of School Privileges or Participation in Extr,224,131,division,NA,NA
2023-2024,55,Lunenburg County,NA,NA,OSS,Out of school suspension by School Admin,241,148,division,NA,NA
2023-2024,55,Lunenburg County,NA,NA,OSS,Out of school suspension by School Board,2,2,division,NA,NA
2023-2024,55,Lunenburg County,NA,NA,SBP,Suspension of Bus Privileges,162,96,division,NA,NA
2023-2024,115,Lynchburg City,290,Bedford Hills Elementary,ISS,In-School Suspension (1/2 day or more),11,10,school,NA,NA
2023-2024,115,Lynchburg City,290,Bedford Hills Elementary,LOP,Loss of School Privileges or Participation in Extr,43,30,school,NA,NA
2023-2024,115,Lynchburg City,290,Bedford Hills Elementary,OSS,Out of school suspension by School Admin,83,44,school,NA,NA
2023-2024,115,Lynchburg City,290,Bedford Hills Elementary,SBP,Suspension of Bus Privileges,6,5,school,NA,NA
2023-2024,115,Lynchburg City,310,Carl B. Hutcherson Building,OSS,Out of school suspension by School Admin,4,3,school,NA,NA
2023-2024,115,Lynchburg City,70,Dearington Elementary/Innovation,ISS,In-School Suspension (1/2 day or more),15,11,school,NA,NA
2023-2024,115,Lynchburg City,70,Dearington Elementary/Innovation,LOP,Loss of School Privileges or Participation in Extr,3,2,school,NA,NA
2023-2024,115,Lynchburg City,70,Dearington Elementary/Innovation,OSS,Out of school suspension by School Admin,7,7,school,NA,NA
2023-2024,115,Lynchburg City,260,E.C. Glass High,CR,Class Removal (less than 1/2 day),20,16,school,NA,NA
2023-2024,115,Lynchburg City,260,E.C. Glass High,ISS,In-School Suspension (1/2 day or more),732,306,school,NA,NA
2023-2024,115,Lynchburg City,260,E.C. Glass High,OSS,Out of school suspension by School Admin,350,188,school,NA,NA
2023-2024,115,Lynchburg City,1203,Fort Hill Community,ISS,In-School Suspension (1/2 day or more),2,2,school,NA,NA
2023-2024,115,Lynchburg City,1102,Heritage Elementary,ISS,In-School Suspension (1/2 day or more),49,28,school,NA,NA
2023-2024,115,Lynchburg City,1102,Heritage Elementary,LOP,Loss of School Privileges or Participation in Extr,15,12,school,NA,NA
2023-2024,115,Lynchburg City,1102,Heritage Elementary,OSS,Out of school suspension by School Admin,61,32,school,NA,NA
2023-2024,115,Lynchburg City,1102,Heritage Elementary,SBP,Suspension of Bus Privileges,1,1,school,NA,NA
2023-2024,115,Lynchburg City,130,Heritage High,CR,Class Removal (less than 1/2 day),1,1,school,NA,NA
2023-2024,115,Lynchburg City,130,Heritage High,ISS,In-School Suspension (1/2 day or more),529,204,school,NA,NA
2023-2024,115,Lynchburg City,130,Heritage High,LOP,Loss of School Privileges or Participation in Extr,18,17,school,NA,NA
2023-2024,115,Lynchburg City,130,Heritage High,OSS,Out of school suspension by School Admin,274,171,school,NA,NA
2023-2024,115,Lynchburg City,130,Heritage High,SBP,Suspension of Bus Privileges,6,6,school,NA,NA
2023-2024,115,Lynchburg City,381,LCS Virtual Academy,OSS,Out of school suspension by School Admin,1,1,school,NA,NA
2023-2024,115,Lynchburg City,360,Linkhorne Elementary,CR,Class Removal (less than 1/2 day),1,1,school,NA,NA
2023-2024,115,Lynchburg City,360,Linkhorne Elementary,ISS,In-School Suspension (1/2 day or more),9,7,school,NA,NA
2023-2024,115,Lynchburg City,360,Linkhorne Elementary,OSS,Out of school suspension by School Admin,49,28,school,NA,NA
2023-2024,115,Lynchburg City,360,Linkhorne Elementary,SBP,Suspension of Bus Privileges,8,7,school,NA,NA
2023-2024,115,Lynchburg City,350,Linkhorne Middle,CR,Class Removal (less than 1/2 day),192,83,school,NA,NA
2023-2024,115,Lynchburg City,350,Linkhorne Middle,ISS,In-School Suspension (1/2 day or more),598,221,school,NA,NA
2023-2024,115,Lynchburg City,350,Linkhorne Middle,OSS,Out of school suspension by School Admin,300,135,school,NA,NA
2023-2024,115,Lynchburg City,350,Linkhorne Middle,SBP,Suspension of Bus Privileges,5,5,school,NA,NA
2023-2024,115,Lynchburg City,170,Paul Laurence Dunbar Middle for Innovation,CR,Class Removal (less than 1/2 day),4,4,school,NA,NA
2023-2024,115,Lynchburg City,170,Paul Laurence Dunbar Middle for Innovation,DS,Detention Sanction Outside of Regular School Hours,69,49,school,NA,NA
2023-2024,115,Lynchburg City,170,Paul Laurence Dunbar Middle for Innovation,ISS,In-School Suspension (1/2 day or more),279,129,school,NA,NA
2023-2024,115,Lynchburg City,170,Paul Laurence Dunbar Middle for Innovation,LOP,Loss of School Privileges or Participation in Extr,8,7,school,NA,NA
2023-2024,115,Lynchburg City,170,Paul Laurence Dunbar Middle for Innovation,OSS,Out of school suspension by School Admin,170,87,school,NA,NA
2023-2024,115,Lynchburg City,170,Paul Laurence Dunbar Middle for Innovation,SBCS,School-based Community Service Assigned,1,1,school,NA,NA
2023-2024,115,Lynchburg City,330,Paul Munro Elementary,DS,Detention Sanction Outside of Regular School Hours,3,2,school,NA,NA
2023-2024,115,Lynchburg City,330,Paul Munro Elementary,LOP,Loss of School Privileges or Participation in Extr,4,4,school,NA,NA
2023-2024,115,Lynchburg City,330,Paul Munro Elementary,OSS,Out of school suspension by School Admin,5,4,school,NA,NA
2023-2024,115,Lynchburg City,270,Perrymont Elementary,ISS,In-School Suspension (1/2 day or more),61,42,school,NA,NA
2023-2024,115,Lynchburg City,270,Perrymont Elementary,LOP,Loss of School Privileges or Participation in Extr,8,6,school,NA,NA
2023-2024,115,Lynchburg City,270,Perrymont Elementary,OSS,Out of school suspension by School Admin,103,44,school,NA,NA
2023-2024,115,Lynchburg City,270,Perrymont Elementary,SBP,Suspension of Bus Privileges,2,2,school,NA,NA
2023-2024,115,Lynchburg City,191,Restorative Academy - Elem,ISS,In-School Suspension (1/2 day or more),1,1,school,NA,NA
2023-2024,115,Lynchburg City,191,Restorative Academy - Elem,OSS,Out of school suspension by School Admin,16,9,school,NA,NA
2023-2024,115,Lynchburg City,192,Restorative Academy - Secondary,ISS,In-School Suspension (1/2 day or more),1,1,school,NA,NA
2023-2024,115,Lynchburg City,192,Restorative Academy - Secondary,OSS,Out of school suspension by School Admin,60,33,school,NA,NA
2023-2024,115,Lynchburg City,190,Robert S. Payne Elementary,DS,Detention Sanction Outside of Regular School Hours,1,1,school,NA,NA
2023-2024,115,Lynchburg City,190,Robert S. Payne Elementary,ISS,In-School Suspension (1/2 day or more),43,36,school,NA,NA
2023-2024,115,Lynchburg City,190,Robert S. Payne Elementary,LOP,Loss of School Privileges or Participation in Extr,3,3,school,NA,NA
2023-2024,115,Lynchburg City,190,Robert S. Payne Elementary,OSS,Out of school suspension by School Admin,150,78,school,NA,NA
2023-2024,115,Lynchburg City,190,Robert S. Payne Elementary,SBP,Suspension of Bus Privileges,8,8,school,NA,NA
2023-2024,115,Lynchburg City,370,Sandusky Elementary,CR,Class Removal (less than 1/2 day),1,1,school,NA,NA
2023-2024,115,Lynchburg City,370,Sandusky Elementary,ISS,In-School Suspension (1/2 day or more),1,1,school,NA,NA
2023-2024,115,Lynchburg City,370,Sandusky Elementary,OSS,Out of school suspension by School Admin,7,3,school,NA,NA
2023-2024,115,Lynchburg City,370,Sandusky Elementary,SBP,Suspension of Bus Privileges,7,3,school,NA,NA
2023-2024,115,Lynchburg City,340,Sandusky Middle,CR,Class Removal (less than 1/2 day),1,1,school,NA,NA
2023-2024,115,Lynchburg City,340,Sandusky Middle,DS,Detention Sanction Outside of Regular School Hours,1,1,school,NA,NA
2023-2024,115,Lynchburg City,340,Sandusky Middle,ISS,In-School Suspension (1/2 day or more),427,171,school,NA,NA
2023-2024,115,Lynchburg City,340,Sandusky Middle,LOP,Loss of School Privileges or Participation in Extr,4,4,school,NA,NA
2023-2024,115,Lynchburg City,340,Sandusky Middle,OSS,Out of school suspension by School Admin,252,128,school,NA,NA
2023-2024,115,Lynchburg City,340,Sandusky Middle,SBP,Suspension of Bus Privileges,7,5,school,NA,NA
2023-2024,115,Lynchburg City,300,Sheffield Elementary,ISS,In-School Suspension (1/2 day or more),20,15,school,NA,NA
2023-2024,115,Lynchburg City,300,Sheffield Elementary,LOP,Loss of School Privileges or Participation in Extr,44,35,school,NA,NA
2023-2024,115,Lynchburg City,300,Sheffield Elementary,OSS,Out of school suspension by School Admin,239,104,school,NA,NA
2023-2024,115,Lynchburg City,90,T.C. Miller Elementary School for Innovation,ISS,In-School Suspension (1/2 day or more),26,16,school,NA,NA
2023-2024,115,Lynchburg City,90,T.C. Miller Elementary School for Innovation,OSS,Out of school suspension by School Admin,37,19,school,NA,NA
2023-2024,115,Lynchburg City,90,T.C. Miller Elementary School for Innovation,SBP,Suspension of Bus Privileges,1,1,school,NA,NA
2023-2024,115,Lynchburg City,250,William M. Bass Elementary,ISS,In-School Suspension (1/2 day or more),1,1,school,NA,NA
2023-2024,115,Lynchburg City,250,William M. Bass Elementary,LOP,Loss of School Privileges or Participation in Extr,8,7,school,NA,NA
2023-2024,115,Lynchburg City,250,William M. Bass Elementary,OSS,Out of school suspension by School Admin,5,5,school,NA,NA
2023-2024,115,Lynchburg City,250,William M. Bass Elementary,SBP,Suspension of Bus Privileges,6,3,school,NA,NA
2023-2024,115,Lynchburg City,NA,NA,CR,Class Removal (less than 1/2 day),220,107,division,NA,NA
2023-2024,115,Lynchburg City,NA,NA,DS,Detention Sanction Outside of Regular School Hours,74,53,division,NA,NA
2023-2024,115,Lynchburg City,NA,NA,ISS,In-School Suspension (1/2 day or more),2805,1202,division,NA,NA
2023-2024,115,Lynchburg City,NA,NA,LOP,Loss of School Privileges or Participation in Extr,158,127,division,NA,NA
2023-2024,115,Lynchburg City,NA,NA,OSS,Out of school suspension by School Admin,2173,1123,division,NA,NA
2023-2024,115,Lynchburg City,NA,NA,SBCS,School-based Community Service Assigned,1,1,division,NA,NA
2023-2024,115,Lynchburg City,NA,NA,SBP,Suspension of Bus Privileges,57,46,division,NA,NA
2023-2024,56,Madison County,221,Madison County High,ALT,Alternative Program Placement by Division Admin,1,1,school,Northern Virginia,4
2023-2024,56,Madison County,221,Madison County High,CR,Class Removal (less than 1/2 day),127,68,school,Northern Virginia,4
2023-2024,56,Madison County,221,Madison County High,ISS,In-School Suspension (1/2 day or more),94,52,school,Northern Virginia,4
2023-2024,56,Madison County,221,Madison County High,LOP,Loss of School Privileges or Participation in Extr,197,102,school,Northern Virginia,4
2023-2024,56,Madison County,221,Madison County High,OSS,Out of school suspension by Division Admin,5,5,school,Northern Virginia,4
2023-2024,56,Madison County,221,Madison County High,OSS,Out of school suspension by School Admin,83,52,school,Northern Virginia,4
2023-2024,56,Madison County,221,Madison County High,SBP,Suspension of Bus Privileges,14,12,school,Northern Virginia,4
2023-2024,56,Madison County,230,Madison Primary,CR,Class Removal (less than 1/2 day),40,16,school,Northern Virginia,4
2023-2024,56,Madison County,230,Madison Primary,ISS,In-School Suspension (1/2 day or more),30,11,school,Northern Virginia,4
2023-2024,56,Madison County,230,Madison Primary,OSS,Out of school suspension by School Admin,25,6,school,Northern Virginia,4
2023-2024,56,Madison County,230,Madison Primary,SBP,Suspension of Bus Privileges,3,3,school,Northern Virginia,4
2023-2024,56,Madison County,200,Waverly Yowell Elementary,DS,Detention Sanction Outside of Regular School Hours,1,1,school,Northern Virginia,4
2023-2024,56,Madison County,200,Waverly Yowell Elementary,ISS,In-School Suspension (1/2 day or more),17,13,school,Northern Virginia,4
2023-2024,56,Madison County,200,Waverly Yowell Elementary,LOP,Loss of School Privileges or Participation in Extr,13,13,school,Northern Virginia,4
2023-2024,56,Madison County,200,Waverly Yowell Elementary,OSS,Out of school suspension by Division Admin,1,1,school,Northern Virginia,4
2023-2024,56,Madison County,200,Waverly Yowell Elementary,OSS,Out of school suspension by School Admin,9,7,school,Northern Virginia,4
2023-2024,56,Madison County,200,Waverly Yowell Elementary,SBP,Suspension of Bus Privileges,4,4,school,Northern Virginia,4
2023-2024,56,Madison County,222,William H. Wetsel Middle,ALT,Alternative Program Placement by Division Admin,2,2,school,Northern Virginia,4
2023-2024,56,Madison County,222,William H. Wetsel Middle,CR,Class Removal (less than 1/2 day),36,33,school,Northern Virginia,4
2023-2024,56,Madison County,222,William H. Wetsel Middle,ISS,In-School Suspension (1/2 day or more),275,121,school,Northern Virginia,4
