school_year,division_number,ft_count,pt_count,total_count,locality_grouping,region_name,region_number,division_name,n_disadv_students,school_number,sch_id,school_name
2021-2022,075,2193,NA,2193,school,Northern Virginia,4,Prince William County,1596,0300,0750300,Freedom High
2021-2022,075,1389,NA,1389,school,Northern Virginia,4,Prince William County,324,5130,0755130,Gainesville High
2021-2022,075,1396,NA,1396,school,Northern Virginia,4,Prince William County,292,0960,0750960,Gainesville Middle
2021-2022,075,2513,NA,2513,school,Northern Virginia,4,Prince William County,1769,0690,0750690,Gar-Field High
2021-2022,075,449,NA,449,school,Northern Virginia,4,Prince William County,120,0630,0750630,George G. Tyler Elementary
2021-2022,075,922,NA,922,school,Northern Virginia,4,Prince William County,696,0640,0750640,George M. Hampton Middle
2021-2022,075,703,NA,703,school,Northern Virginia,4,Prince William County,446,0770,0750770,George P. Mullen Elementary
2021-2022,075,636,NA,636,school,Northern Virginia,4,Prince William County,70,0340,0750340,Glenkirk Elementary
2021-2022,075,724,NA,724,school,Northern Virginia,4,Prince William County,468,0510,0750510,Graham Park Middle
2021-2022,075,865,NA,865,school,Northern Virginia,4,Prince William County,128,0250,0750250,Haymarket Elementary
2021-2022,075,1192,NA,1192,school,Northern Virginia,4,Prince William County,444,0380,0750380,Herbert J. Saunders Middle
2021-2022,075,577,NA,577,school,Northern Virginia,4,Prince William County,30,0220,0750220,J.W. Alvey Elementary
2021-2022,075,627,NA,627,school,Northern Virginia,4,Prince William County,399,0319,0750319,John D. Jenkins Elementary
2021-2022,075,872,NA,872,school,Northern Virginia,4,Prince William County,348,0130,0750130,John F. Pattie Sr. Elementary
2021-2022,075,333,NA,333,school,Northern Virginia,4,Prince William County,220,0070,0750070,Kerrydale Elementary
2021-2022,075,848,NA,848,school,Northern Virginia,4,Prince William County,367,0306,0750306,Kyle R. Wilson Elementary
2021-2022,075,687,NA,687,school,Northern Virginia,4,Prince William County,270,0180,0750180,Lake Ridge Elementary
2021-2022,075,1423,1,1424,school,Northern Virginia,4,Prince William County,543,0720,0750720,Lake Ridge Middle
2021-2022,075,670,NA,670,school,Northern Virginia,4,Prince William County,320,0830,0750830,Leesylvania Elementary
2021-2022,075,550,NA,550,school,Northern Virginia,4,Prince William County,417,0460,0750460,Loch Lomond Elementary
2021-2022,075,1392,NA,1392,school,Northern Virginia,4,Prince William County,276,0880,0750880,Louise A. Benton Middle
2021-2022,075,436,NA,436,school,Northern Virginia,4,Prince William County,239,0160,0750160,Martin Luther King Jr. Elementary
2021-2022,075,549,NA,549,school,Northern Virginia,4,Prince William County,434,0570,0750570,Marumsco Hills Elementary
2021-2022,075,670,NA,670,school,Northern Virginia,4,Prince William County,212,0231,0750231,Mary G. Porter Traditional
2021-2022,075,661,NA,661,school,Northern Virginia,4,Prince William County,316,0240,0750240,Mary Williams Elementary
2021-2022,075,604,NA,604,school,Northern Virginia,4,Prince William County,393,0030,0750030,Minnieville Elementary
2021-2022,075,607,NA,607,school,Northern Virginia,4,Prince William County,271,0800,0750800,Montclair Elementary
2021-2022,075,490,NA,490,school,Northern Virginia,4,Prince William County,51,0810,0750810,Mountain View Elementary
2021-2022,075,648,NA,648,school,Northern Virginia,4,Prince William County,487,0700,0750700,Neabsco Elementary
2021-2022,075,621,NA,621,school,Northern Virginia,4,Prince William County,385,0260,0750260,Occoquan Elementary
2021-2022,075,479,NA,479,school,Northern Virginia,4,Prince William County,130,0820,0750820,Old Bridge Elementary
2021-2022,075,2757,NA,2757,school,Northern Virginia,4,Prince William County,1189,0080,0750080,Osbourn Park High
2021-2022,075,1459,NA,1459,school,Northern Virginia,4,Prince William County,834,0501,0750501,Parkside Middle
2021-2022,075,2342,3,2345,school,Northern Virginia,4,Prince William County,414,1060,0751060,Patriot High
2021-2022,075,649,NA,649,school,Northern Virginia,4,Prince William County,162,0945,0750945,Pennington Traditional
2021-2022,075,752,NA,752,school,Northern Virginia,4,Prince William County,127,0110,0750110,Piney Branch Elementary
2021-2022,075,2004,NA,2004,school,Northern Virginia,4,Prince William County,1121,0140,0750140,Potomac High
2021-2022,075,904,NA,904,school,Northern Virginia,4,Prince William County,564,0170,0750170,Potomac Middle
2021-2022,075,1077,NA,1077,school,Northern Virginia,4,Prince William County,503,0414,0750414,Potomac Shores Middle
2021-2022,075,546,NA,546,school,Northern Virginia,4,Prince William County,447,0550,0750550,Potomac View Elementary
2021-2022,075,646,NA,646,school,Northern Virginia,4,Prince William County,507,0440,0750440,R. Dean Kilby Elementary
2021-2022,075,1196,NA,1196,school,Northern Virginia,4,Prince William County,771,0591,0750591,Rippon Middle
2021-2022,075,564,NA,564,school,Northern Virginia,4,Prince William County,363,0750,0750750,River Oaks Elementary
2021-2022,075,492,NA,492,school,Northern Virginia,4,Prince William County,261,0040,0750040,Rockledge Elementary
2021-2022,075,1386,NA,1386,school,Northern Virginia,4,Prince William County,211,0310,0750310,Ronald Wilson Reagan Middle
2021-2022,075,612,NA,612,school,Northern Virginia,4,Prince William County,264,0941,0750941,Rosa Parks Elementary
2021-2022,075,808,NA,808,school,Northern Virginia,4,Prince William County,112,0360,0750360,Samuel L. Gravely Jr. Elementary
2021-2022,075,417,NA,417,school,Northern Virginia,4,Prince William County,243,0730,0750730,Sharon C. McAuliffe Elementary
2021-2022,075,751,NA,751,school,Northern Virginia,4,Prince William County,256,0500,0750500,Signal Hill Elementary
2021-2022,075,690,NA,690,school,Northern Virginia,4,Prince William County,227,0850,0750850,Sonnie Penn Elementary
2021-2022,075,864,NA,864,school,Northern Virginia,4,Prince William County,349,0320,0750320,Springwoods Elementary
2021-2022,075,1099,NA,1099,school,Northern Virginia,4,Prince William County,736,0780,0750780,Stuart M. Beville Middle
2021-2022,075,644,NA,644,school,Northern Virginia,4,Prince William County,427,0020,0750020,Sudley Elementary
2021-2022,075,457,NA,457,school,Northern Virginia,4,Prince William County,321,0270,0750270,Suella G. Ellis Elementary
2021-2022,075,612,NA,612,school,Northern Virginia,4,Prince William County,360,0890,0750890,Swans Creek Elementary
2021-2022,075,827,NA,827,school,Northern Virginia,4,Prince William County,117,0470,0750470,T. Clay Wood Elementary
2021-2022,075,1132,NA,1132,school,Northern Virginia,4,Prince William County,234,0150,0750150,The Nokesville School
2021-2022,075,646,NA,646,school,Northern Virginia,4,Prince William County,120,0790,0750790,Thurgood Marshall Elementary
2021-2022,075,732,NA,732,school,Northern Virginia,4,Prince William County,483,0430,0750430,Triangle Elementary
2021-2022,075,1101,NA,1101,school,Northern Virginia,4,Prince William County,814,0480,0750480,Unity Braxton Middle
2021-2022,075,2453,NA,2453,school,Northern Virginia,4,Prince William County,1689,0680,0750680,Unity Reed High
2021-2022,075,651,NA,651,school,Northern Virginia,4,Prince William County,188,0390,0750390,Victory Elementary
2021-2022,075,590,NA,590,school,Northern Virginia,4,Prince William County,460,0540,0750540,West Gate Elementary
2021-2022,075,688,NA,688,school,Northern Virginia,4,Prince William County,180,0740,0750740,Westridge Elementary
2021-2022,075,61,NA,61,school,Northern Virginia,4,Prince William County,NA,0190,0750190,NA
2021-2022,075,2831,5,2836,school,Northern Virginia,4,Prince William County,1374,0060,0750060,Woodbridge High
2021-2022,075,1034,NA,1034,school,Northern Virginia,4,Prince William County,561,0560,0750560,Woodbridge Middle
2021-2022,075,796,NA,796,school,Northern Virginia,4,Prince William County,632,0350,0750350,Yorkshire Elementary
2021-2022,077,399,NA,399,school,Southwest,7,Pulaski County,234,0020,0770020,Critzer Elementary
2021-2022,077,415,NA,415,school,Southwest,7,Pulaski County,173,0540,0770540,Dublin Elementary
2021-2022,077,909,NA,909,school,Southwest,7,Pulaski County,459,0560,0770560,Pulaski County Middle
2021-2022,077,1227,NA,1227,school,Southwest,7,Pulaski County,526,0010,0770010,Pulaski County Senior High
2021-2022,077,516,NA,516,school,Southwest,7,Pulaski County,292,0230,0770230,Pulaski Elementary
2021-2022,077,372,NA,372,school,Southwest,7,Pulaski County,166,0500,0770500,Riverlawn Elementary
2021-2022,077,203,NA,203,school,Southwest,7,Pulaski County,76,0430,0770430,Snowville Elementary
2021-2022,122,970,NA,970,school,Southwest,7,Radford City,252,0010,1220010,Belle Heth Elementary
2021-2022,122,521,NA,521,school,Southwest,7,Radford City,131,0042,1220042,John N. Dalton Intermediate
2021-2022,122,381,NA,381,school,Southwest,7,Radford City,225,0020,1220020,McHarg Elementary
2021-2022,122,829,NA,829,school,Southwest,7,Radford City,205,0041,1220041,Radford High
2021-2022,078,450,NA,450,school,Northern Virginia,4,Rappahannock County,213,0240,0780240,Rappahannock County Elementary
2021-2022,078,303,NA,303,school,Northern Virginia,4,Rappahannock County,114,0230,0780230,Rappahannock County High
2021-2022,123,449,NA,449,school,Central Virginia,1,Richmond City,234,0030,1230030,Albert Hill Middle
2021-2022,123,18,NA,18,school,Central Virginia,1,Richmond City,13,0750,1230750,Amelia Street Special Education
2021-2022,123,776,NA,776,school,Central Virginia,1,Richmond City,610,0850,1230850,Armstrong High
2021-2022,123,276,NA,276,school,Central Virginia,1,Richmond City,176,0390,1230390,Barack Obama Elementary
2021-2022,123,200,NA,200,school,Central Virginia,1,Richmond City,126,0100,1230100,Bellevue Elementary
2021-2022,123,412,NA,412,school,Central Virginia,1,Richmond City,198,0050,1230050,Dogwood Middle
2021-2022,123,377,NA,377,school,Central Virginia,1,Richmond City,298,0170,1230170,Blackwell Elementary
2021-2022,123,655,NA,655,school,Central Virginia,1,Richmond City,375,1100,1231100,Broad Rock Elementary
2021-2022,123,854,NA,854,school,Central Virginia,1,Richmond City,318,1440,1231440,Cardinal Elementary
2021-2022,123,390,NA,390,school,Central Virginia,1,Richmond City,287,0830,1230830,Chimborazo Elementary
2021-2022,123,381,NA,381,school,Central Virginia,1,Richmond City,227,1400,1231400,Elizabeth D. Redd Elementary
2021-2022,123,245,NA,245,school,Central Virginia,1,Richmond City,203,0710,1230710,Fairfield Court Elementary
2021-2022,123,317,NA,317,school,Central Virginia,1,Richmond City,178,0621,1230621,Franklin Military Academy
2021-2022,123,650,NA,650,school,Central Virginia,1,Richmond City,363,1470,1231470,G.H. Reid Elementary
2021-2022,123,378,NA,378,school,Central Virginia,1,Richmond City,325,0311,1230311,George W. Carver Elementary
2021-2022,123,1296,2,1298,school,Central Virginia,1,Richmond City,576,0741,1230741,Richmond High School for the Arts
2021-2022,123,276,NA,276,school,Central Virginia,1,Richmond City,236,0230,1230230,Frances W. McClenney Elementary
2021-2022,123,431,NA,431,school,Central Virginia,1,Richmond City,330,0470,1230470,Thomas H. Henderson Middle
2021-2022,123,474,NA,474,school,Central Virginia,1,Richmond City,424,0290,1230290,Henry Marsh III Elementary
2021-2022,123,1339,NA,1339,school,Central Virginia,1,Richmond City,675,1510,1231510,Huguenot High
2021-2022,123,251,NA,251,school,Central Virginia,1,Richmond City,101,1640,1231640,J.B. Fisher Elementary
2021-2022,123,534,NA,534,school,Central Virginia,1,Richmond City,258,1710,1231710,J.L. Francis Elementary
2021-2022,123,220,NA,220,school,Central Virginia,1,Richmond City,102,0600,1230600,Lois Harrison-Jones Elementary
2021-2022,123,542,NA,542,school,Central Virginia,1,Richmond City,371,0730,1230730,John Marshall High
2021-2022,123,435,NA,435,school,Central Virginia,1,Richmond City,120,3106,1233106,Linwood Holton Elementary
2021-2022,123,584,NA,584,school,Central Virginia,1,Richmond City,355,3105,1233105,Lucille M. Brown Middle
2021-2022,123,145,NA,145,school,Central Virginia,1,Richmond City,59,0771,1230771,Martin Luther King Jr. Preschool
2021-2022,123,514,NA,514,school,Central Virginia,1,Richmond City,440,0770,1230770,Martin Luther King Jr. Middle
2021-2022,123,410,NA,410,school,Central Virginia,1,Richmond City,59,0580,1230580,Mary Munford Elementary
2021-2022,123,541,NA,541,school,Central Virginia,1,Richmond City,242,0690,1230690,Maymont Preschool
2021-2022,123,528,NA,528,school,Central Virginia,1,Richmond City,331,3107,1233107,Miles Jones Elementary
2021-2022,123,546,NA,546,school,Central Virginia,1,Richmond City,400,0330,1230330,Oak Grove/Bellemeade Elementary
2021-2022,123,188,NA,188,school,Central Virginia,1,Richmond City,54,0090,1230090,Open High
2021-2022,123,265,NA,265,school,Central Virginia,1,Richmond City,191,0130,1230130,Overby-Sheppard Elementary
2021-2022,123,316,NA,316,school,Central Virginia,1,Richmond City,115,3119,1233119,Patrick Henry School Of Science And Arts
2021-2022,123,142,NA,142,school,Central Virginia,1,Richmond City,117,3110,1233110,Richmond Success Academy
2021-2022,123,22,NA,22,school,Central Virginia,1,Richmond City,11,3200,1233200,Richmond Career Education and Employment Charter School
2021-2022,123,211,NA,211,school,Central Virginia,1,Richmond City,56,0452,1230452,Richmond Community High
2021-2022,123,1515,NA,1515,school,Central Virginia,1,Richmond City,897,1631,1231631,River City Middle
2021-2022,123,435,NA,435,school,Central Virginia,1,Richmond City,247,1480,1231480,Southampton Elementary
2021-2022,123,124,NA,124,school,Central Virginia,1,Richmond City,47,0511,1230511,Summer Hill Preschool Center
2021-2022,123,161,NA,161,school,Central Virginia,1,Richmond City,110,0210,1230210,Swansboro Elementary
2021-2022,123,455,NA,455,school,Central Virginia,1,Richmond City,314,0480,1230480,Thomas C. Boushall Middle
2021-2022,123,908,NA,908,school,Central Virginia,1,Richmond City,474,0020,1230020,Thomas Jefferson High
2021-2022,123,368,NA,368,school,Central Virginia,1,Richmond City,247,0660,1230660,Westover Hills Elementary
2021-2022,123,358,NA,358,school,Central Virginia,1,Richmond City,143,0200,1230200,William Fox Elementary
2021-2022,123,265,NA,265,school,Central Virginia,1,Richmond City,236,0650,1230650,Woodville Elementary
2021-2022,079,541,NA,541,school,Northern Neck,3,Richmond County,250,0210,0790210,Rappahannock High
2021-2022,079,809,NA,809,school,Northern Neck,3,Richmond County,409,0020,0790020,Richmond County Elementary
2021-2022,124,585,NA,585,school,Western Virginia,6,Roanoke City,428,0280,1240280,Addison Aerospace Magnet Middle
2021-2022,124,668,NA,668,school,Western Virginia,6,Roanoke City,406,0210,1240210,Breckinridge Middle
2021-2022,124,321,NA,321,school,Western Virginia,6,Roanoke City,54,0020,1240020,Crystal Spring Elementary
2021-2022,124,512,NA,512,school,Western Virginia,6,Roanoke City,371,0410,1240410,Fairview Elementary
2021-2022,124,566,NA,566,school,Western Virginia,6,Roanoke City,400,0050,1240050,Fallon Park Elementary
2021-2022,124,269,4,273,school,Western Virginia,6,Roanoke City,143,0380,1240380,Fishburn Park Elementary
2021-2022,124,280,NA,280,school,Western Virginia,6,Roanoke City,169,0300,1240300,Garden City Elementary
2021-2022,124,341,3,344,school,Western Virginia,6,Roanoke City,118,0310,1240310,Grandin Court Elementary
2021-2022,124,376,NA,376,school,Western Virginia,6,Roanoke City,212,0110,1240110,Highland Park Elementary
2021-2022,124,340,NA,340,school,Western Virginia,6,Roanoke City,278,0420,1240420,Hurt Park Elementary
2021-2022,124,586,NA,586,school,Western Virginia,6,Roanoke City,311,0450,1240450,James Madison Middle
2021-2022,124,493,NA,493,school,Western Virginia,6,Roanoke City,308,0230,1240230,John P. Fishwick Middle
2021-2022,124,291,NA,291,school,Western Virginia,6,Roanoke City,218,0340,1240340,Lincoln Terrace Elementary
2021-2022,124,477,NA,477,school,Western Virginia,6,Roanoke City,279,0370,1240370,Monterey Elementary
2021-2022,124,250,12,262,school,Western Virginia,6,Roanoke City,190,0060,1240060,Morningside Elementary
2021-2022,124,2039,NA,2039,school,Western Virginia,6,Roanoke City,1066,0390,1240390,Patrick Henry High
2021-2022,124,512,NA,512,school,Western Virginia,6,Roanoke City,262,0240,1240240,Preston Park Elementary
2021-2022,124,385,NA,385,school,Western Virginia,6,Roanoke City,270,0220,1240220,Roanoke Academy For Mathematics & Science Elementary
2021-2022,124,745,NA,745,school,Western Virginia,6,Roanoke City,506,0320,1240320,Round Hill Elementary
2021-2022,124,290,NA,290,school,Western Virginia,6,Roanoke City,160,0070,1240070,Virginia Heights Elementary
2021-2022,124,215,NA,215,school,Western Virginia,6,Roanoke City,104,0090,1240090,Wasena Elementary
2021-2022,124,681,2,683,school,Western Virginia,6,Roanoke City,477,0350,1240350,Westside Elementary
2021-2022,124,1828,NA,1828,school,Western Virginia,6,Roanoke City,1054,0400,1240400,William Fleming High
2021-2022,124,651,NA,651,school,Western Virginia,6,Roanoke City,354,0150,1240150,Woodrow Wilson Middle
2021-2022,080,284,NA,284,school,Western Virginia,6,Roanoke County,64,0420,0800420,Back Creek Elementary
2021-2022,080,323,NA,323,school,Western Virginia,6,Roanoke County,63,0752,0800752,Bonsack Elementary
2021-2022,080,450,NA,450,school,Western Virginia,6,Roanoke County,224,0180,0800180,Burlington Elementary
2021-2022,080,488,NA,488,school,Western Virginia,6,Roanoke County,94,0560,0800560,Cave Spring Elementary
2021-2022,080,1024,NA,1024,school,Western Virginia,6,Roanoke County,168,0470,0800470,Cave Spring High
